"scientificName","taxonKey","rank","taxonomicStatus","kingdom","includes","gbifKey"
"Aproceros leucopoda",8599762,"SPECIES","ACCEPTED","Animalia","8599762: Aproceros leucopoda Takeuchi, 1939",152544465
"Aquila rapax",2480514,"SPECIES","ACCEPTED","Animalia","2480514: Aquila rapax (Temminck, 1828)",159747123
"Ara ararauna",5959231,"SPECIES","ACCEPTED","Animalia","5959231: Ara ararauna (Linnaeus, 1758)",159747364
"Ara macao",NA,NA,NA,NA,NA,159747363
"Arabidopsis arenosa",7068732,"SUBSPECIES","ACCEPTED","Plantae","7292249: Cardaminopsis arenosa subsp. arenosa | 7525204: Cardaminopsis arenosa var. peregrina Lawalrée | 7068732: Arabidopsis arenosa subsp. arenosa",NA
"Arabidopsis arenosa arenosa",NA,NA,NA,NA,NA,152545448
"Arabidopsis halleri",3052450,"SPECIES","ACCEPTED","Plantae","3052450: Arabidopsis halleri (L.) O'Kane & Al-Shehbaz | 3052453: Cardaminopsis halleri (L.) Hayek | 7225571: Arabidopsis halleri subsp. halleri",NA
"Arabis caucasica",5374922,"SPECIES","ACCEPTED","Plantae","5374922: Arabis caucasica Willd. | 5374930: Arabis alpina subsp. caucasica (Willd. ex Schlecht.) Briq. | 7678274: Arabis caucasica Willd. ex Schltdl.",159748707
"Arabis collina",5374998,"SPECIES","ACCEPTED","Plantae","5374998: Arabis collina Ten. | 5375003: Arabis muralis Bertol.",NA
"Arabis planisiliqua",5374933,"SPECIES","ACCEPTED","Plantae","7652637: Arabis hirsuta subsp. gerrardii (Besser) C.Hartm.",152545333
"Arabis procurrens",5375012,"SPECIES","ACCEPTED","Plantae","5375012: Arabis procurrens Waldst. & Kit.",152545335
"Arachis hypogaea",5353770,"SPECIES","ACCEPTED","Plantae","5353770: Arachis hypogaea L.",152545115
"Aralia elata",3036892,"SPECIES","ACCEPTED","Plantae","3036892: Aralia elata (Miq.) Seem.",152544482
"Aralia racemosa",NA,NA,NA,NA,NA,152544480
"Araucaria araucana",2684984,"SPECIES","ACCEPTED","Plantae","2684984: Araucaria araucana (Molina) K.Koch",152546528
"Arbutus unedo",NA,NA,NA,NA,NA,152545863
"Arctotheca calendula",3114986,"SPECIES","ACCEPTED","Plantae","3114986: Arctotheca calendula (L.) Levyns",152544125
"Argemone mexicana",2888485,"SPECIES","ACCEPTED","Plantae","2888485: Argemone mexicana L.",NA
"Argyranthemum frutescens",3104491,"SPECIES","ACCEPTED","Plantae","3104491: Argyranthemum frutescens (L.) Sch.Bip.",152544249
"Arion lusitanicus",NA,NA,NA,NA,NA,152543595
"Arion vulgaris",7540164,"SPECIES","ACCEPTED","Animalia","7540164: Arion vulgaris Moquin-Tandon, 1855",152543593
"Aristida adscensionis",2706277,"SPECIES","ACCEPTED","Plantae","8389851: Aristida coerulescens Desf.",NA
"Aristolochia clematitis",2873991,"SPECIES","ACCEPTED","Plantae","2873991: Aristolochia clematitis L.",152546214
"Aristolochia macrophylla",NA,NA,NA,NA,NA,152546216
"Aristolochia rotunda",NA,NA,NA,NA,NA,152546215
"Armeria arenaria",7136543,"SPECIES","ACCEPTED","Plantae","7136543: Armeria arenaria (Pers.) Schult.",152545889
"Armeria maritima",4090836,"SUBSPECIES","ACCEPTED","Plantae","4090836: Armeria maritima subsp. elongata (Hoffm.) Bonnier",NA
"Armeria maritima elongata",NA,NA,NA,NA,NA,152545891
"Armoracia rusticana",3041022,"SPECIES","ACCEPTED","Plantae","3041022: Armoracia rusticana P.Gaertn., B.Mey. & Scherb. | 3690611: Armoracia rustica Schur",152545402
"Arnebia decumbens",NA,NA,NA,NA,NA,152545490
"Aronia melanocarpa",5363627,"SPECIES","ACCEPTED","Plantae","5363627: Aronia melanocarpa (Michx.) Elliott",152544792
"Artema atlanta",2150089,"SPECIES","ACCEPTED","Animalia","2150089: Artema atlanta Walckenaer, 1837",152544214
"Artemisia abrotanum",8042568,"SPECIES","ACCEPTED","Plantae","8042568: Artemisia abrotanum L.",152544020
"Artemisia annua",8373355,"SPECIES","ACCEPTED","Plantae","8373355: Artemisia annua L.",152544022
"Artemisia austriaca",NA,NA,NA,NA,NA,152544026
"Artemisia biennis",3121226,"SPECIES","ACCEPTED","Plantae","3121226: Artemisia biennis Willd. | 3121228: Artemisia tournefortiana Rchb.",152544033
"Artemisia campestris maritima",NA,NA,NA,NA,NA,152544024
"Artemisia dracunculus",3121581,"SPECIES","ACCEPTED","Plantae","3121581: Artemisia dracunculus L.",152544027
"Artemisia ludoviciana",3120950,"SPECIES","ACCEPTED","Plantae","3120950: Artemisia ludoviciana Nutt.",152544034
"Artemisia pontica",8195160,"SPECIES","ACCEPTED","Plantae","8195160: Artemisia pontica L.",152544021
"Artemisia princeps",3121258,"SPECIES","ACCEPTED","Plantae","3121258: Artemisia princeps Pamp.",152544031
"Artemisia scoparia",3120713,"SPECIES","ACCEPTED","Plantae","3120713: Artemisia scoparia Waldst. & Kit.",152544036
"Artemisia sieversiana",3121562,"SPECIES","ACCEPTED","Plantae","3121562: Artemisia sieversiana Ehrh. ex Willd.",152544030
"Arum italicum",5330661,"SPECIES","ACCEPTED","Plantae","5330661: Arum italicum Mill. | 5330664: Arum italicum subsp. neglectum (F.Towns.) Prime | 7228304: Arum italicum subsp. italicum | 7383516: Arum italicum var. neglectum F.Towns. | 10984816: Arum italicum var. italicum",152546576
"Aruncus dioicus",5362136,"SPECIES","ACCEPTED","Plantae","5362136: Aruncus dioicus (Walter) Fernald",152544788
"Arundo donax",2703041,"SPECIES","ACCEPTED","Plantae","2703041: Arundo donax L.",152547016
"Asarina procumbens",3729273,"SPECIES","ACCEPTED","Plantae","3729273: Asarina procumbens Mill.",152545664
"Asarum europaeum",7313595,"SPECIES","ACCEPTED","Plantae","7313595: Asarum europaeum L.",152546212
"Asclepias incarnata",3170266,"SPECIES","ACCEPTED","Plantae","3170266: Asclepias incarnata L.",152545248
"Asclepias syriaca",3170247,"SPECIES","ACCEPTED","Plantae","3170247: Asclepias syriaca L.",152545247
"Asperugo procumbens",2926055,"SPECIES","ACCEPTED","Plantae","2926055: Asperugo procumbens L.",152545509
"Asperula arvensis",2916662,"SPECIES","ACCEPTED","Plantae","2916662: Asperula arvensis L.",152545256
"Asperula laevigata",2916822,"SPECIES","ACCEPTED","Plantae","2916822: Asperula laevigata L.",152545257
"Asperula taurina",2916975,"SPECIES","ACCEPTED","Plantae","2916975: Asperula taurina L.",152545258
"Asperula tinctoria",2916767,"SPECIES","ACCEPTED","Plantae","2916767: Asperula tinctoria L.",152545255
"Asphodelus tenuifolius",2778358,"SPECIES","ACCEPTED","Plantae","2778358: Asphodelus tenuifolius Cav.",152546624
"Aster ageratoides",5387639,"SPECIES","ACCEPTED","Plantae","5387639: Aster ageratoides Turcz.",152543765
"Aster amellus",8133114,"SPECIES","ACCEPTED","Plantae","8133114: Aster amellus L.",152543762
"Asteriscus aquaticus",5393689,"SPECIES","ACCEPTED","Plantae","5393689: Asteriscus aquaticus (L.) Less.",NA
"Astragalus cicer",5343253,"SPECIES","ACCEPTED","Plantae","5343253: Astragalus cicer L.",152545135
"Astragalus cicer",5343253,"SPECIES","ACCEPTED","Plantae","5343253: Astragalus cicer L.",152545136
"Astragalus hamosus",NA,NA,NA,NA,NA,152545137
"Astragalus onobrychis",NA,NA,NA,NA,NA,152545138
"Astragalus oxyglottis",NA,NA,NA,NA,NA,152545131
"Astrantia major",3034915,"SPECIES","ACCEPTED","Plantae","3034915: Astrantia major L.",152544592
"Atriplex halimus",3083718,"SPECIES","ACCEPTED","Plantae","3083718: Atriplex halimus L.",NA
"Atriplex hortensis",3083761,"SPECIES","ACCEPTED","Plantae","3083761: Atriplex hortensis L.",152545969
"Atriplex micrantha",3083680,"SPECIES","ACCEPTED","Plantae","3083680: Atriplex micrantha Ledeb.",152545968
"Atriplex rosea",3083745,"SPECIES","ACCEPTED","Plantae","3083745: Atriplex rosea L.",152545971
"Atriplex sagittata",3760099,"SPECIES","ACCEPTED","Plantae","3083677: Atriplex nitens Schkuhr",152545963
"Atriplex sibirica",NA,NA,NA,NA,NA,152545970
"Atriplex tatarica",3083702,"SPECIES","ACCEPTED","Plantae","3083702: Atriplex tatarica L.",152545965
"Atyaephyra desmarestii",4309705,"SPECIES","ACCEPTED","Animalia","4309705: Atyaephyra desmarestii (Millet, 1831)",NA
"Aubrieta columnae",3054110,"SPECIES","ACCEPTED","Plantae","3054110: Aubrieta columnae Guss.",152545442
"Aubrieta deltoidea",3054117,"SPECIES","ACCEPTED","Plantae","3054117: Aubrieta deltoidea (L.) DC.",152545441
"Aucuba japonica",3033077,"SPECIES","ACCEPTED","Plantae","3033077: Aucuba japonica Thunb. | 9485792: Aucuba japonica f. variegata (Dombrain) Rehder",152544461
"Aurantothrips orchidaceus",NA,NA,NA,NA,NA,152544436
"Aurinia saxatilis",5377778,"SPECIES","ACCEPTED","Plantae","5377778: Aurinia saxatilis (L.) Desv. | 3054014: Alyssum saxatile L. | 7225675: Aurinia saxatilis subsp. saxatilis",152545346
"Austrominius modestus",2115769,"SPECIES","ACCEPTED","Animalia","2115741: Elminius modestus Darwin, 1854 | 2115769: Austrominius modestus (Darwin, 1854)",152544035
"Austrostipa verticillata",NA,NA,NA,NA,NA,152546943
"Avena barbata",2705300,"SPECIES","ACCEPTED","Plantae","2705300: Avena barbata Pott ex Link",152547045
"Avena brevis",NA,NA,NA,NA,NA,152547043
"Avena marquandii",NA,NA,NA,NA,NA,152547041
"Avena nuda",8174035,"SPECIES","ACCEPTED","Plantae","8174035: Avena nuda L.",NA
"Avena sativa",2705290,"SPECIES","ACCEPTED","Plantae","2705290: Avena sativa L. | 6084789: Avena sativa subsp. sativa",152547046
"Avena sterilis",7226804,"SUBSPECIES","ACCEPTED","Plantae","7226804: Avena sterilis subsp. sterilis",NA
"Avena sterilis sterilis",NA,NA,NA,NA,NA,152547042
"Avena strigosa",2705295,"SPECIES","ACCEPTED","Plantae","2705295: Avena strigosa Schreb.",152547044
"Axonopus fissifolius",2705932,"SPECIES","ACCEPTED","Plantae","2705933: Axonopus affinis Chase",152547032
"Axyris amaranthoides",6447806,"SPECIES","ACCEPTED","Plantae","6447806: Axyris amaranthoides L.",152545905
"Azolla filiculoides",2650107,"SPECIES","ACCEPTED","Plantae","2650107: Azolla filiculoides Lam.",152547230
"Baccharis halimifolia",3129663,"SPECIES","ACCEPTED","Plantae","3129663: Baccharis halimifolia L.",NA
"Badonnelia titei",NA,NA,NA,NA,NA,152544578
"Balanus glandula",2115706,"SPECIES","ACCEPTED","Animalia","2115706: Balanus glandula Darwin, 1854",159748095
"Balanus tintinnabulum",NA,NA,NA,NA,NA,154368045
"Balanus trigonus",NA,NA,NA,NA,NA,159748091
"Balearica regulorum",5228229,"SPECIES","ACCEPTED","Animalia","5228229: Balearica regulorum (E.T.Bennett, 1834)",159747491
"Ballerus ballerus",NA,NA,NA,NA,NA,152543535
"Ballota nigra",6409536,"SUBSPECIES","ACCEPTED","Plantae","7411167: Ballota nigra subsp. meridionalis (Bég.) Bég. | 6409536: Ballota nigra subsp. nigra",NA
"Ballota nigra nigra",NA,NA,NA,NA,NA,152545696
"Barbarea stricta",5374614,"SPECIES","ACCEPTED","Plantae","7560578: Barbarea stricta Andrz. | 5374614: Barbarea stricta Andrz. ex Besser",152545329
"Barbarea verna",5374672,"SPECIES","ACCEPTED","Plantae","5374672: Barbarea verna (Mill.) Asch.",152545330
"Barentsia ramosa",NA,NA,NA,NA,NA,159746857
"Bassia hyssopifolia",5383909,"SPECIES","ACCEPTED","Plantae","5383909: Bassia hyssopifolia (Pall.) Kuntze",152545921
"Bassia laniflora",5568188,"SPECIES","ACCEPTED","Plantae","5568188: Bassia laniflora (S.G.Gmel.) A.J.Scott",NA
"Batrachochytrium dendrobatidis",NA,NA,NA,NA,NA,152543209
"Batrachochytrium salamandrivorans",NA,NA,NA,NA,NA,152543207
"Beckmannia syzigachne",5290059,"SPECIES","ACCEPTED","Plantae","5290059: Beckmannia syzigachne (Steud.) Fernald",152546852
"Berberis aquifolium",NA,NA,NA,NA,NA,152546375
"Berberis darwinii",3033905,"SPECIES","ACCEPTED","Plantae","3033905: Berberis darwinii Hook.",152546376
"Berberis gagnepainii",4938160,"SPECIES","ACCEPTED","Plantae","4938160: Berberis gagnepainii C.K.Schneid.",152546369
"Berberis hybridogagnepainii",NA,NA,NA,NA,NA,152546370
"Berberis interposita",NA,NA,NA,NA,NA,152546373
"Berberis julianae",3981543,"SPECIES","ACCEPTED","Plantae","3981543: Berberis julianae C.K.Schneid.",152546372
"Berberis ottawensis",NA,NA,NA,NA,NA,152546377
"Berberis thunbergii",3033896,"SPECIES","ACCEPTED","Plantae","3033896: Berberis thunbergii DC.",152546374
"Berberis wilsoniae",3981814,"SPECIES","ACCEPTED","Plantae","3981814: Berberis wilsoniae Hemsl.",152546371
"Bergenia ciliata",NA,NA,NA,NA,NA,152544677
"Bergenia crassifolia",5567694,"SPECIES","ACCEPTED","Plantae","5567698: Bergenia cordifolia (Haw.) Sternb. | 5567694: Bergenia crassifolia (L.) Fritsch",152544679
"Berteroa incana",3053522,"SPECIES","ACCEPTED","Plantae","3053522: Berteroa incana (L.) DC.",152545446
"Beta macrocarpa",5567951,"SPECIES","ACCEPTED","Plantae","5567951: Beta macrocarpa Guss.",152545924
"Beta trigyna",NA,NA,NA,NA,NA,152545925
"Beta vulgaris",7068845,"SUBSPECIES","ACCEPTED","Plantae","7068845: Beta vulgaris subsp. vulgaris",NA
"Beta vulgaris vulgaris",NA,NA,NA,NA,NA,152545923
"Betonica macrantha",3905825,"SPECIES","ACCEPTED","Plantae","3905825: Betonica macrantha K.Koch",159749036
"Betula nana",5332004,"SPECIES","ACCEPTED","Plantae","5332004: Betula nana L.",152546176
"Betula papyrifera",5332120,"SPECIES","ACCEPTED","Plantae","5332120: Betula papyrifera Marshall",152546177
"Bidens bipinnata",5389402,"SPECIES","ACCEPTED","Plantae","5389402: Bidens bipinnata L.",152543698
"Bidens connata",5392083,"SPECIES","ACCEPTED","Plantae","5392083: Bidens connata Muhl. ex Willd.",152543693
"Bidens frondosa",5392174,"SPECIES","ACCEPTED","Plantae","5392174: Bidens frondosa L. | 5700912: Bidens frondosa var. anomala Porter ex Fernald | 7872129: Bidens frondosa var. frondosa",152543687
"Bidens pilosa",5391845,"SPECIES","ACCEPTED","Plantae","5391845: Bidens pilosa L.",152543697
"Bidens radiata",5392145,"SPECIES","ACCEPTED","Plantae","5392145: Bidens radiata Thuill.",152543685
"Bidens subalternans",5391882,"SPECIES","ACCEPTED","Plantae","5391882: Bidens subalternans DC.",152543689
"Bidens triplinervia",8323119,"VARIETY","ACCEPTED","Plantae","8323119: Bidens triplinervia var. macrantha (Wedd.) Sherff",NA
"Bidens triplinervia macrantha",NA,NA,NA,NA,NA,152543683
"Bidens vulgata",5391810,"SPECIES","ACCEPTED","Plantae","5391810: Bidens vulgata Greene",152543694
"Bifora radians",5371870,"SPECIES","ACCEPTED","Plantae","5371870: Bifora radians M.Bieb.",152544527
"Bipalium kewense",NA,NA,NA,NA,NA,152543192
"Bistorta affinis",4033335,"SPECIES","ACCEPTED","Plantae","4033335: Bistorta affinis (D.Don) Greene",152546119
"Bistorta amplexicaulis",7291264,"SPECIES","ACCEPTED","Plantae","7291264: Bistorta amplexicaulis (D.Don) Greene | 4036951: Persicaria amplexicaulis (D.Don) Ronse Decr.",152546118
"Blitum capitatum",5383971,"SPECIES","ACCEPTED","Plantae","8232750: Chenopodium capitatum (L.) Ambrosi | 5383971: Blitum capitatum L.",152545929
"Blitum nuttallianum",5568899,"SPECIES","ACCEPTED","Plantae","5383905: Monolepis nuttalliana (Roem. & Schult.) Greene",NA
"Blitum virgatum",5383969,"SPECIES","ACCEPTED","Plantae","3083844: Chenopodium foliosum (Moench) Asch. | 5383969: Blitum virgatum L. | 8245372: Chenopodium virgatum (L.) Ambrosi",152545928
"Blumenbachia hieronymi",NA,NA,NA,NA,NA,152544931
"Boccardia proboscidea",NA,NA,NA,NA,NA,159747758
"Boccardiella hamata",NA,NA,NA,NA,NA,159747756
"Boettgerilla pallens",4567717,"SPECIES","ACCEPTED","Animalia","4567717: Boettgerilla pallens Simroth, 1912",152543629
"Bolboschoenus glaucus",2718387,"SPECIES","ACCEPTED","Plantae","2718387: Bolboschoenus glaucus (Lam.) S.G.Sm.",152546773
"Bolboschoenus yagara",2718302,"SPECIES","ACCEPTED","Plantae","2718302: Bolboschoenus yagara (Ohwi) Y.C.Yang & M.Zhan | 8319769: Bolboschoenus yagara (Ohwi) A.E.Kozhevnikov",152546774
"Bombina orientalis",2423441,"SPECIES","ACCEPTED","Animalia","2423441: Bombina orientalis (Boulenger, 1890)",NA
"Bombycilla japonica",NA,NA,NA,NA,NA,159747235
"Bonamia ostreae",NA,NA,NA,NA,NA,159747067
"Borago officinalis",2926110,"SPECIES","ACCEPTED","Plantae","2926110: Borago officinalis L.",152545519
"Boreava orientalis",NA,NA,NA,NA,NA,152545453
"Bostrychia hagedash",5229203,"SPECIES","ACCEPTED","Animalia","5229203: Bostrychia hagedash (Latham, 1790)",159747461
"Bothriochloa ischaemum",2704102,"SPECIES","ACCEPTED","Plantae","2704102: Bothriochloa ischaemum (L.) Keng",152546983
"Botrychium simplex",2650180,"SPECIES","ACCEPTED","Plantae","2650180: Botrychium simplex E.Hitchc.",NA
"Botrylloides violaceus",4354941,"SPECIES","ACCEPTED","Animalia","4354941: Botrylloides violaceus Oka, 1927",159747720
"Brachiaria mutica",NA,NA,NA,NA,NA,159747595
"Brachiaria platyphylla",2705857,"SPECIES","ACCEPTED","Plantae","2705857: Brachiaria platyphylla (Munro ex C.Wright) Nash | 2705854: Urochloa platyphylla (Munro ex C.Wright) R.D.Webster",152546985
"Brachypelma albopilosum",NA,NA,NA,NA,NA,152544179
"Brachypodium distachyon",5290143,"SPECIES","ACCEPTED","Plantae","5290143: Brachypodium distachyon (L.) P.Beauv.",152546842
"Brachypodium phoenicoides",5290144,"SPECIES","ACCEPTED","Plantae","5290144: Brachypodium phoenicoides (L.) Roem. & Schult.",NA
"Branchiodrilus hortensis",NA,NA,NA,NA,NA,152543686
"Branchiura sowerbyi",2308574,"SPECIES","ACCEPTED","Animalia","2308574: Branchiura sowerbyi Beddard, 1892",NA
"Branta canadensis",5232437,"SPECIES","ACCEPTED","Animalia","5232437: Branta canadensis (Linnaeus, 1758) | 5232443: Branta canadensis parvipes (Cassin, 1852) | 7191098: Branta canadensis canadensis",152543206
"Branta hutchinsii",5232452,"SPECIES","ACCEPTED","Animalia","7191099: Branta hutchinsii hutchinsii | 5232452: Branta hutchinsii (Richardson, 1832) | 5232463: Branta canadensis hutchinsi (Richardson, 1832) | 5232453: Branta hutchinsii minima Ridgway, 1885 | 5232460: Branta hutchinsii taverneri Delacour, 1951",159747001
"Branta leucopsis",NA,NA,NA,NA,NA,152543205
"Branta sandvicensis",5232445,"SPECIES","ACCEPTED","Animalia","5232445: Branta sandvicensis (Vigors, 1834)",159746999
"Brassica barrelieri",3042799,"SPECIES","ACCEPTED","Plantae","3042799: Brassica barrelieri (L.) Janka",152545395
"Brassica carinata",3042925,"SPECIES","ACCEPTED","Plantae","3042925: Brassica carinata A.Braun",152545391
"Brassica elongata integrifolia",NA,NA,NA,NA,NA,152545393
"Brassica juncea",3042751,"SPECIES","ACCEPTED","Plantae","3042751: Brassica juncea (L.) Czern.",152545394
"Brassica napus",3042636,"SPECIES","ACCEPTED","Plantae","3042636: Brassica napus L. | 7225635: Brassica napus subsp. napus | 7801836: Brassica napus subsp. napobrassica (L.) O.Schwarz | 6392906: Brassica napus var. napus",152545397
"Brassica oleracea",3042845,"SPECIES","ACCEPTED","Plantae","3042845: Brassica oleracea L. | 3042853: Brassica oleracea subsp. caulorapa (DC.) Metzg. | 7836447: Brassica oleracea subsp. capitata (L.) Schübl. & G.Martens, 1834",152545392
"Brassica rapa",7903057,"SPECIES","ACCEPTED","Plantae","7903057: Brassica rapa L. | 3042723: Brassica rapa subsp. campestris (L.) A.R.Clapham | 7225636: Brassica rapa subsp. rapa | 6449378: Brassica rapa var. oleifera DC. | 3042702: Brassica rapa subsp. chinensis (L.) Hanelt",152545390
"Brassica tournefortii",3042624,"SPECIES","ACCEPTED","Plantae","3042624: Brassica tournefortii Gouan",152545396
"Bratislavia dadayi",NA,NA,NA,NA,NA,152543667
"Briza maxima",2702792,"SPECIES","ACCEPTED","Plantae","2702792: Briza maxima L.",152546989
"Briza minor",2702793,"SPECIES","ACCEPTED","Plantae","2702793: Briza minor L.",152546988
"Bromus alopecuros",NA,NA,NA,NA,NA,152546952
"Bromus catharticus",2703723,"SPECIES","ACCEPTED","Plantae","2703723: Bromus catharticus Vahl | 2703727: Ceratochloa cathartica (Vahl) Herter | 2703724: Ceratochloa unioloides (Willd.) P.Beauv.",152546966
"Bromus danthoniae",NA,NA,NA,NA,NA,152546955
"Bromus diandrus",2703760,"SPECIES","ACCEPTED","Plantae","2703760: Bromus diandrus Roth | 8190105: Bromus diandrus subsp. diandrus | 2703761: Anisantha diandra (Roth) Tutin ex Tzvelev",152546962
"Bromus hordeaceus",4131042,"SUBSPECIES","ACCEPTED","Plantae","4131042: Bromus hordeaceus subsp. longipedicellatus Spalton",NA
"Bromus hordeaceus longipedicellatus",NA,NA,NA,NA,NA,152546949
"Bromus inermis",2703670,"SPECIES","ACCEPTED","Plantae","2703670: Bromus inermis Leyss. | 4112404: Bromopsis inermis (Leyss.) Holub",152546956
"Bromus intermedius",4128347,"SPECIES","ACCEPTED","Plantae","4128347: Bromus intermedius Guss.",152546948
"Bromus lanceolatus",2703733,"SPECIES","ACCEPTED","Plantae","2703733: Bromus lanceolatus Roth",152546960
"Bromus lepidus",2703711,"SPECIES","ACCEPTED","Plantae","2703711: Bromus lepidus Holmb.",152546963
"Bromus madritensis",2703721,"SPECIES","ACCEPTED","Plantae","2703721: Bromus madritensis L. | 2703722: Anisantha madritensis (L.) Nevski",152546965
"Bromus pectinatus",NA,NA,NA,NA,NA,152546950
